#--- Experiment --------------------------------------------------------------------------
#NAPTRAM2020CRM6
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.2.0.1289   www.pyroscience.com
#DESKTOP-NLMRG3K
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.04 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XCF7-370-375
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	60% (F)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	12/20/2020	12/20/2020	12/20/2020	8.005000	1.033000	57.800000	-0.016300	-0.000521	-0.001255	0.000000	0.032500	623.000000	0.969700	0.126300	0.000000	0.000000	0.039200	21.012899	2.279103	23.418348	2.000000	623.514893	53.150249	10.033650	23.278902	6.500000	623.531189	1.809169	0.092744
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
27-12-2020	19:35:00.935	33780.189	7.998	7.998	31.695	244	1	623.135	OK	27-12-2020	19:35:00.935	33780.189	21.908	OK
27-12-2020	19:35:30.935	33810.189	8.002	8.002	31.757	244	0	623.135	OK	27-12-2020	19:35:30.935	33810.189	21.905	OK
27-12-2020	19:36:00.935	33840.189	7.998	7.998	31.695	244	0	623.135	OK	27-12-2020	19:36:00.935	33840.189	21.908	OK
27-12-2020	19:36:30.936	33870.189	7.999	7.999	31.714	244	1	623.137	OK	27-12-2020	19:36:30.936	33870.189	21.903	OK
27-12-2020	19:37:00.936	33900.190	8.001	8.001	31.747	244	0	623.137	OK	27-12-2020	19:37:00.936	33900.190	21.906	OK
27-12-2020	19:37:30.936	33930.190	7.998	7.998	31.698	244	0	623.137	OK	27-12-2020	19:37:30.936	33930.190	21.913	OK
27-12-2020	19:38:00.937	33960.190	7.998	7.998	31.695	244	-1	623.137	OK	27-12-2020	19:38:00.937	33960.190	21.905	OK
27-12-2020	19:38:30.936	33990.190	8.000	8.000	31.725	244	0	623.137	OK	27-12-2020	19:38:30.936	33990.190	21.908	OK
27-12-2020	19:39:00.936	34020.190	7.999	7.999	31.714	244	0	623.137	OK	27-12-2020	19:39:00.936	34020.190	21.911	OK
27-12-2020	19:39:30.936	34050.190	8.000	8.000	31.734	244	0	623.137	OK	27-12-2020	19:39:30.936	34050.190	21.912	OK
27-12-2020	19:40:00.936	34080.190	8.000	8.000	31.723	244	0	623.137	OK	27-12-2020	19:40:00.936	34080.190	21.908	OK
27-12-2020	19:40:30.936	34110.190	8.001	8.001	31.737	244	1	623.137	OK	27-12-2020	19:40:30.936	34110.190	21.902	OK
27-12-2020	19:41:00.937	34140.191	8.001	8.001	31.750	244	0	623.137	OK	27-12-2020	19:41:00.937	34140.191	21.909	OK
27-12-2020	19:41:30.937	34170.191	8.001	8.001	31.739	244	-1	623.135	OK	27-12-2020	19:41:30.937	34170.191	21.908	OK
27-12-2020	19:42:00.937	34200.191	8.001	8.001	31.741	244	0	623.137	OK	27-12-2020	19:42:00.937	34200.191	21.911	OK
27-12-2020	19:42:30.937	34230.191	8.001	8.001	31.740	244	-1	623.135	OK	27-12-2020	19:42:30.937	34230.191	21.906	OK
27-12-2020	19:43:00.937	34260.191	8.000	8.000	31.733	244	1	623.137	OK	27-12-2020	19:43:00.937	34260.191	21.914	OK
27-12-2020	19:43:30.937	34290.191	8.000	8.000	31.733	244	1	623.135	OK	27-12-2020	19:43:30.937	34290.191	21.912	OK
27-12-2020	19:44:00.936	34320.189	8.001	8.001	31.737	244	0	623.137	OK	27-12-2020	19:44:00.936	34320.189	21.906	OK
27-12-2020	19:44:30.937	34350.191	8.001	8.001	31.745	244	1	623.137	OK	27-12-2020	19:44:30.937	34350.191	21.911	OK
27-12-2020	19:45:00.937	34380.190	8.001	8.001	31.739	244	0	623.135	OK	27-12-2020	19:45:00.937	34380.190	21.913	OK
27-12-2020	19:45:30.937	34410.191	8.002	8.002	31.765	244	1	623.137	OK	27-12-2020	19:45:30.937	34410.191	21.907	OK
27-12-2020	19:46:00.937	34440.191	8.004	8.004	31.787	244	1	623.137	OK	27-12-2020	19:46:00.937	34440.191	21.911	OK
27-12-2020	19:46:30.937	34470.191	8.001	8.001	31.738	244	1	623.137	OK	27-12-2020	19:46:30.937	34470.191	21.904	OK
27-12-2020	19:47:00.937	34500.191	7.998	7.998	31.690	244	0	623.135	OK	27-12-2020	19:47:00.937	34500.191	21.910	OK
27-12-2020	19:47:30.937	34530.191	8.000	8.000	31.733	244	0	623.137	OK	27-12-2020	19:47:30.937	34530.191	21.917	OK
27-12-2020	19:48:00.937	34560.191	8.002	8.002	31.764	244	0	623.137	OK	27-12-2020	19:48:00.937	34560.191	21.909	OK
27-12-2020	19:48:30.938	34590.191	8.000	8.000	31.731	244	1	623.135	OK	27-12-2020	19:48:30.938	34590.191	21.916	OK
27-12-2020	19:49:00.938	34620.192	7.999	7.999	31.709	244	0	623.137	OK	27-12-2020	19:49:00.938	34620.192	21.906	OK
27-12-2020	19:49:30.938	34650.192	8.000	8.000	31.730	244	1	623.137	OK	27-12-2020	19:49:30.938	34650.192	21.912	OK
27-12-2020	19:50:00.939	34680.193	8.003	8.003	31.769	244	0	623.137	OK	27-12-2020	19:50:00.939	34680.193	21.911	OK
27-12-2020	19:50:30.940	34710.193	8.001	8.001	31.744	244	0	623.135	OK	27-12-2020	19:50:30.940	34710.193	21.915	OK
27-12-2020	19:51:00.940	34740.194	8.000	8.000	31.735	244	-1	623.135	OK	27-12-2020	19:51:00.940	34740.194	21.912	OK
27-12-2020	19:51:30.940	34770.194	8.002	8.002	31.761	244	0	623.137	OK	27-12-2020	19:51:30.940	34770.194	21.910	OK
27-12-2020	19:52:00.940	34800.194	8.001	8.001	31.749	244	1	623.135	OK	27-12-2020	19:52:00.940	34800.194	21.909	OK
27-12-2020	19:52:30.940	34830.193	8.000	8.000	31.737	244	1	623.137	OK	27-12-2020	19:52:30.940	34830.193	21.916	OK
27-12-2020	19:53:00.940	34860.194	7.999	7.999	31.719	244	0	623.135	OK	27-12-2020	19:53:00.940	34860.194	21.918	OK
27-12-2020	19:53:30.940	34890.194	8.001	8.001	31.740	244	0	623.135	OK	27-12-2020	19:53:30.940	34890.194	21.914	OK
27-12-2020	19:54:00.940	34920.194	8.000	8.000	31.728	244	1	623.137	OK	27-12-2020	19:54:00.940	34920.194	21.911	OK
27-12-2020	19:54:30.940	34950.194	8.000	8.000	31.723	244	1	623.135	OK	27-12-2020	19:54:30.940	34950.194	21.917	OK
27-12-2020	19:55:00.941	34980.195	7.999	7.999	31.713	244	0	623.135	OK	27-12-2020	19:55:00.941	34980.195	21.915	OK
27-12-2020	19:55:30.942	35010.195	8.001	8.001	31.740	244	0	623.137	OK	27-12-2020	19:55:30.942	35010.195	21.911	OK
27-12-2020	19:56:00.942	35040.195	7.999	7.999	31.720	244	0	623.137	OK	27-12-2020	19:56:00.942	35040.195	21.927	OK
27-12-2020	19:56:30.942	35070.196	7.998	7.998	31.702	244	0	623.135	OK	27-12-2020	19:56:30.942	35070.196	21.920	OK
27-12-2020	19:57:00.942	35100.196	8.001	8.001	31.738	244	0	623.137	OK	27-12-2020	19:57:00.942	35100.196	21.917	OK
27-12-2020	19:57:30.942	35130.196	8.004	8.004	31.795	244	0	623.135	OK	27-12-2020	19:57:30.942	35130.196	21.913	OK
27-12-2020	19:58:00.942	35160.196	8.000	8.000	31.728	244	0	623.135	OK	27-12-2020	19:58:00.942	35160.196	21.914	OK
27-12-2020	19:58:30.942	35190.196	8.001	8.001	31.747	244	0	623.135	OK	27-12-2020	19:58:30.942	35190.196	21.925	OK
27-12-2020	19:59:00.942	35220.196	8.001	8.001	31.748	244	0	623.135	OK	27-12-2020	19:59:00.942	35220.196	21.924	OK
27-12-2020	19:59:30.942	35250.196	8.002	8.002	31.758	244	0	623.135	OK	27-12-2020	19:59:30.942	35250.196	21.920	OK
27-12-2020	20:00:00.942	35280.196	8.001	8.001	31.746	244	0	623.135	OK	27-12-2020	20:00:00.942	35280.196	21.925	OK
27-12-2020	20:00:30.943	35310.197	7.998	7.998	31.706	244	0	623.135	OK	27-12-2020	20:00:30.943	35310.197	21.925	OK
27-12-2020	20:01:00.942	35340.196	8.001	8.001	31.743	244	-1	623.137	OK	27-12-2020	20:01:00.942	35340.196	21.917	OK
27-12-2020	20:01:30.942	35370.195	8.001	8.001	31.745	244	0	623.137	OK	27-12-2020	20:01:30.942	35370.195	21.922	OK
27-12-2020	20:02:00.942	35400.196	8.002	8.002	31.766	244	1	623.141	OK	27-12-2020	20:02:00.942	35400.196	21.918	OK
27-12-2020	20:02:30.943	35430.196	8.000	8.000	31.732	244	0	623.139	OK	27-12-2020	20:02:30.943	35430.196	21.924	OK
27-12-2020	20:03:00.943	35460.196	8.000	8.000	31.730	244	0	623.137	OK	27-12-2020	20:03:00.943	35460.196	21.920	OK
27-12-2020	20:03:30.943	35490.197	8.001	8.001	31.751	244	0	623.139	OK	27-12-2020	20:03:30.943	35490.197	21.916	OK
27-12-2020	20:04:00.943	35520.197	8.001	8.001	31.745	244	1	623.139	OK	27-12-2020	20:04:00.943	35520.197	21.924	OK
27-12-2020	20:04:30.943	35550.197	8.002	8.002	31.763	244	0	623.137	OK	27-12-2020	20:04:30.943	35550.197	21.918	OK
27-12-2020	20:05:00.944	35580.198	8.002	8.002	31.755	244	0	623.139	OK	27-12-2020	20:05:00.944	35580.198	21.923	OK
27-12-2020	20:05:30.944	35610.197	8.002	8.002	31.764	244	1	623.139	OK	27-12-2020	20:05:30.944	35610.197	21.923	OK
27-12-2020	20:06:00.945	35640.199	8.000	8.000	31.729	244	-1	623.137	OK	27-12-2020	20:06:00.945	35640.199	21.929	OK
27-12-2020	20:06:30.945	35670.199	8.001	8.001	31.743	244	0	623.139	OK	27-12-2020	20:06:30.945	35670.199	21.922	OK
27-12-2020	20:07:00.945	35700.199	8.000	8.000	31.730	244	0	623.137	OK	27-12-2020	20:07:00.945	35700.199	21.922	OK
27-12-2020	20:07:30.946	35730.200	8.001	8.001	31.740	244	0	623.139	OK	27-12-2020	20:07:30.946	35730.200	21.926	OK
27-12-2020	20:08:00.946	35760.200	8.000	8.000	31.732	244	0	623.139	OK	27-12-2020	20:08:00.946	35760.200	21.921	OK
27-12-2020	20:08:30.946	35790.200	8.001	8.001	31.743	244	0	623.139	OK	27-12-2020	20:08:30.946	35790.200	21.930	OK
27-12-2020	20:09:00.946	35820.200	8.000	8.000	31.741	244	0	623.139	OK	27-12-2020	20:09:00.946	35820.200	21.932	OK
27-12-2020	20:09:30.950	35850.204	8.001	8.001	31.739	244	0	623.137	OK	27-12-2020	20:09:30.950	35850.204	21.921	OK
27-12-2020	20:10:00.946	35880.199	8.001	8.001	31.743	244	0	623.139	OK	27-12-2020	20:10:00.946	35880.199	21.928	OK
27-12-2020	20:10:30.946	35910.200	8.000	8.000	31.734	244	0	623.139	OK	27-12-2020	20:10:30.946	35910.200	21.924	OK
27-12-2020	20:11:00.946	35940.200	8.001	8.001	31.745	244	0	623.139	OK	27-12-2020	20:11:00.946	35940.200	21.929	OK
27-12-2020	20:11:30.946	35970.200	8.002	8.002	31.757	244	1	623.139	OK	27-12-2020	20:11:30.946	35970.200	21.928	OK
27-12-2020	20:12:00.946	36000.199	8.001	8.001	31.752	244	0	623.139	OK	27-12-2020	20:12:00.946	36000.199	21.928	OK
27-12-2020	20:12:30.946	36030.200	7.999	7.999	31.711	244	-1	623.141	OK	27-12-2020	20:12:30.946	36030.200	21.927	OK
27-12-2020	20:13:00.946	36060.199	8.002	8.002	31.770	244	1	623.142	OK	27-12-2020	20:13:00.946	36060.199	21.925	OK
27-12-2020	20:13:30.947	36090.200	8.000	8.000	31.732	244	1	623.139	OK	27-12-2020	20:13:30.947	36090.200	21.930	OK
27-12-2020	20:14:00.946	36120.200	8.001	8.001	31.745	244	1	623.141	OK	27-12-2020	20:14:00.946	36120.200	21.925	OK
27-12-2020	20:14:30.946	36150.200	8.003	8.003	31.783	244	0	623.141	OK	27-12-2020	20:14:30.946	36150.200	21.927	OK
27-12-2020	20:15:00.946	36180.200	8.003	8.003	31.783	244	0	623.139	OK	27-12-2020	20:15:00.946	36180.200	21.928	OK
27-12-2020	20:15:30.947	36210.201	8.002	8.002	31.771	244	1	623.141	OK	27-12-2020	20:15:30.947	36210.201	21.928	OK
27-12-2020	20:16:00.947	36240.201	8.001	8.001	31.752	244	0	623.139	OK	27-12-2020	20:16:00.947	36240.201	21.922	OK
27-12-2020	20:16:30.948	36270.202	8.002	8.002	31.759	244	1	623.139	OK	27-12-2020	20:16:30.948	36270.202	21.928	OK
27-12-2020	20:17:00.948	36300.202	8.001	8.001	31.744	244	0	623.141	OK	27-12-2020	20:17:00.948	36300.202	21.924	OK
27-12-2020	20:17:30.949	36330.203	7.999	7.999	31.714	244	0	623.139	OK	27-12-2020	20:17:30.949	36330.203	21.931	OK
27-12-2020	20:18:00.949	36360.202	7.999	7.999	31.723	244	0	623.139	OK	27-12-2020	20:18:00.949	36360.202	21.934	OK
27-12-2020	20:18:30.950	36390.204	7.999	7.999	31.722	244	0	623.139	OK	27-12-2020	20:18:30.950	36390.204	21.933	OK
27-12-2020	20:19:00.950	36420.204	7.999	7.999	31.710	244	-1	623.139	OK	27-12-2020	20:19:00.950	36420.204	21.930	OK
27-12-2020	20:19:30.950	36450.204	7.999	7.999	31.720	244	0	623.139	OK	27-12-2020	20:19:30.950	36450.204	21.932	OK
27-12-2020	20:20:00.951	36480.205	8.002	8.002	31.767	244	0	623.141	OK	27-12-2020	20:20:00.951	36480.205	21.926	OK
27-12-2020	20:20:30.951	36510.205	8.000	8.000	31.736	244	0	623.141	OK	27-12-2020	20:20:30.951	36510.205	21.931	OK
27-12-2020	20:21:00.951	36540.205	8.000	8.000	31.732	244	1	623.141	OK	27-12-2020	20:21:00.951	36540.205	21.931	OK
27-12-2020	20:21:30.951	36570.205	8.000	8.000	31.732	244	-1	623.141	OK	27-12-2020	20:21:30.951	36570.205	21.931	OK
27-12-2020	20:22:00.951	36600.205	8.001	8.001	31.742	244	-1	623.141	OK	27-12-2020	20:22:00.951	36600.205	21.935	OK
27-12-2020	20:22:30.952	36630.206	8.000	8.000	31.732	244	0	623.141	OK	27-12-2020	20:22:30.952	36630.206	21.933	OK
27-12-2020	20:23:00.952	36660.205	8.002	8.002	31.763	244	0	623.139	OK	27-12-2020	20:23:00.952	36660.205	21.933	OK
27-12-2020	20:23:30.952	36690.205	8.000	8.000	31.733	244	0	623.139	OK	27-12-2020	20:23:30.952	36690.205	21.930	OK
27-12-2020	20:24:00.952	36720.206	8.001	8.001	31.742	244	0	623.139	OK	27-12-2020	20:24:00.952	36720.206	21.932	OK
27-12-2020	20:24:30.953	36750.207	7.999	7.999	31.715	244	0	623.139	OK	27-12-2020	20:24:30.953	36750.207	21.935	OK
27-12-2020	20:25:00.954	36780.207	7.999	7.999	31.716	244	0	623.139	OK	27-12-2020	20:25:00.954	36780.207	21.937	OK
27-12-2020	20:25:30.954	36810.208	8.000	8.000	31.725	244	0	623.137	OK	27-12-2020	20:25:30.954	36810.208	21.929	OK
27-12-2020	20:26:00.955	36840.209	8.000	8.000	31.731	244	0	623.139	OK	27-12-2020	20:26:00.955	36840.209	21.935	OK
27-12-2020	20:26:30.956	36870.210	8.000	8.000	31.734	244	1	623.137	OK	27-12-2020	20:26:30.956	36870.210	21.936	OK
27-12-2020	20:27:00.957	36900.211	7.998	7.998	31.694	244	1	623.137	OK	27-12-2020	20:27:00.957	36900.211	21.935	OK
27-12-2020	20:27:30.957	36930.210	8.000	8.000	31.731	244	0	623.139	OK	27-12-2020	20:27:30.957	36930.210	21.934	OK
27-12-2020	20:28:00.957	36960.211	8.001	8.001	31.752	244	0	623.139	OK	27-12-2020	20:28:00.957	36960.211	21.940	OK
27-12-2020	20:28:30.957	36990.211	8.001	8.001	31.746	244	1	623.137	OK	27-12-2020	20:28:30.957	36990.211	21.941	OK
27-12-2020	20:29:00.957	37020.211	7.999	7.999	31.720	244	0	623.139	OK	27-12-2020	20:29:00.957	37020.211	21.943	OK
27-12-2020	20:29:30.956	37050.210	8.001	8.001	31.750	244	0	623.137	OK	27-12-2020	20:29:30.956	37050.210	21.935	OK
27-12-2020	20:30:00.957	37080.211	8.001	8.001	31.755	244	0	623.137	OK	27-12-2020	20:30:00.957	37080.211	21.935	OK
27-12-2020	20:30:30.957	37110.211	8.001	8.001	31.747	244	0	623.137	OK	27-12-2020	20:30:30.957	37110.211	21.937	OK
27-12-2020	20:31:00.957	37140.211	8.000	8.000	31.734	244	2	623.137	OK	27-12-2020	20:31:00.957	37140.211	21.936	OK
27-12-2020	20:31:30.957	37170.211	8.000	8.000	31.736	244	1	623.137	OK	27-12-2020	20:31:30.957	37170.211	21.937	OK
27-12-2020	20:32:00.957	37200.211	8.001	8.001	31.754	244	0	623.137	OK	27-12-2020	20:32:00.957	37200.211	21.934	OK
27-12-2020	20:32:30.957	37230.211	8.000	8.000	31.730	244	-1	623.137	OK	27-12-2020	20:32:30.957	37230.211	21.937	OK
27-12-2020	20:33:00.957	37260.211	7.998	7.998	31.708	244	0	623.139	OK	27-12-2020	20:33:00.957	37260.211	21.943	OK
27-12-2020	20:33:30.958	37290.212	7.997	7.997	31.692	244	0	623.135	OK	27-12-2020	20:33:30.958	37290.212	21.942	OK
27-12-2020	20:34:00.958	37320.212	7.999	7.999	31.724	244	0	623.137	OK	27-12-2020	20:34:00.958	37320.212	21.941	OK
27-12-2020	20:34:30.958	37350.212	8.000	8.000	31.732	244	0	623.135	OK	27-12-2020	20:34:30.958	37350.212	21.938	OK
27-12-2020	20:35:00.958	37380.212	7.998	7.998	31.708	244	0	623.137	OK	27-12-2020	20:35:00.958	37380.212	21.940	OK
27-12-2020	20:35:30.958	37410.212	8.003	8.003	31.788	244	0	623.137	OK	27-12-2020	20:35:30.958	37410.212	21.940	OK
27-12-2020	20:36:00.958	37440.212	8.002	8.002	31.765	244	1	623.139	OK	27-12-2020	20:36:00.958	37440.212	21.942	OK
27-12-2020	20:36:30.958	37470.212	8.002	8.002	31.760	244	1	623.139	OK	27-12-2020	20:36:30.958	37470.212	21.941	OK
27-12-2020	20:37:00.958	37500.212	8.003	8.003	31.779	244	0	623.137	OK	27-12-2020	20:37:00.958	37500.212	21.936	OK
27-12-2020	20:37:30.958	37530.212	8.000	8.000	31.738	244	0	623.135	OK	27-12-2020	20:37:30.958	37530.212	21.936	OK
27-12-2020	20:38:00.958	37560.212	8.001	8.001	31.751	244	0	623.135	OK	27-12-2020	20:38:00.958	37560.212	21.933	OK
27-12-2020	20:38:30.958	37590.212	8.001	8.001	31.756	244	0	623.137	OK	27-12-2020	20:38:30.958	37590.212	21.942	OK
27-12-2020	20:39:00.958	37620.211	7.997	7.997	31.693	244	0	623.137	OK	27-12-2020	20:39:00.958	37620.211	21.942	OK
27-12-2020	20:39:30.958	37650.212	8.001	8.001	31.747	244	-1	623.137	OK	27-12-2020	20:39:30.958	37650.212	21.939	OK
27-12-2020	20:40:00.958	37680.212	8.000	8.000	31.736	244	0	623.139	OK	27-12-2020	20:40:00.958	37680.212	21.939	OK
27-12-2020	20:40:30.958	37710.212	8.002	8.002	31.769	244	1	623.137	OK	27-12-2020	20:40:30.958	37710.212	21.944	OK
27-12-2020	20:41:00.958	37740.212	8.001	8.001	31.746	244	0	623.135	OK	27-12-2020	20:41:00.958	37740.212	21.941	OK
27-12-2020	20:41:30.958	37770.212	8.002	8.002	31.767	244	0	623.135	OK	27-12-2020	20:41:30.958	37770.212	21.939	OK
27-12-2020	20:42:00.958	37800.212	7.997	7.997	31.689	244	0	623.139	OK	27-12-2020	20:42:00.958	37800.212	21.943	OK
27-12-2020	20:42:30.958	37830.212	8.001	8.001	31.751	244	1	623.135	OK	27-12-2020	20:42:30.958	37830.212	21.937	OK
27-12-2020	20:43:00.959	37860.213	8.002	8.002	31.768	244	1	623.137	OK	27-12-2020	20:43:00.959	37860.213	21.939	OK
27-12-2020	20:43:30.959	37890.213	8.000	8.000	31.732	244	-1	623.135	OK	27-12-2020	20:43:30.959	37890.213	21.943	OK
27-12-2020	20:44:00.960	37920.214	8.000	8.000	31.734	244	0	623.137	OK	27-12-2020	20:44:00.960	37920.214	21.940	OK
27-12-2020	20:44:30.961	37950.215	7.999	7.999	31.715	244	0	623.135	OK	27-12-2020	20:44:30.961	37950.215	21.939	OK
27-12-2020	20:45:00.961	37980.214	8.001	8.001	31.749	244	1	623.137	OK	27-12-2020	20:45:00.961	37980.214	21.938	OK
27-12-2020	20:45:30.961	38010.215	8.000	8.000	31.742	244	1	623.135	OK	27-12-2020	20:45:30.961	38010.215	21.944	OK
27-12-2020	20:46:00.961	38040.215	8.001	8.001	31.746	244	0	623.137	OK	27-12-2020	20:46:00.961	38040.215	21.943	OK
27-12-2020	20:46:30.961	38070.215	8.001	8.001	31.758	244	0	623.135	OK	27-12-2020	20:46:30.961	38070.215	21.945	OK
27-12-2020	20:47:00.961	38100.215	7.999	7.999	31.720	244	0	623.135	OK	27-12-2020	20:47:00.961	38100.215	21.948	OK
27-12-2020	20:47:30.961	38130.215	8.002	8.002	31.773	244	1	623.137	OK	27-12-2020	20:47:30.961	38130.215	21.947	OK
27-12-2020	20:48:00.961	38160.215	8.001	8.001	31.759	244	0	623.135	OK	27-12-2020	20:48:00.961	38160.215	21.942	OK
27-12-2020	20:48:30.961	38190.215	8.003	8.003	31.781	244	0	623.137	OK	27-12-2020	20:48:30.961	38190.215	21.943	OK
27-12-2020	20:49:00.961	38220.215	8.004	8.004	31.805	244	0	623.135	OK	27-12-2020	20:49:00.961	38220.215	21.948	OK
27-12-2020	20:49:30.962	38250.215	8.005	8.005	31.811	244	0	623.139	OK	27-12-2020	20:49:30.962	38250.215	21.945	OK
27-12-2020	20:50:00.962	38280.216	7.999	7.999	31.723	244	-1	623.135	OK	27-12-2020	20:50:00.962	38280.216	21.943	OK
27-12-2020	20:50:30.961	38310.215	8.000	8.000	31.739	244	0	623.135	OK	27-12-2020	20:50:30.961	38310.215	21.940	OK
27-12-2020	20:51:00.962	38340.216	8.001	8.001	31.746	244	0	623.137	OK	27-12-2020	20:51:00.962	38340.216	21.939	OK
27-12-2020	20:51:30.962	38370.215	8.000	8.000	31.737	244	0	623.137	OK	27-12-2020	20:51:30.962	38370.215	21.944	OK
27-12-2020	20:52:00.962	38400.216	7.999	7.999	31.714	244	1	623.137	OK	27-12-2020	20:52:00.962	38400.216	21.948	OK
27-12-2020	20:52:30.962	38430.216	8.000	8.000	31.733	244	1	623.135	OK	27-12-2020	20:52:30.962	38430.216	21.945	OK
27-12-2020	20:53:00.963	38460.217	7.999	7.999	31.718	244	0	623.135	OK	27-12-2020	20:53:00.963	38460.217	21.939	OK
27-12-2020	20:53:30.963	38490.217	8.003	8.003	31.782	244	0	623.135	OK	27-12-2020	20:53:30.963	38490.217	21.947	OK
27-12-2020	20:54:00.963	38520.217	8.003	8.003	31.781	244	-1	623.137	OK	27-12-2020	20:54:00.963	38520.217	21.943	OK
27-12-2020	20:54:30.964	38550.217	8.002	8.002	31.766	244	1	623.135	OK	27-12-2020	20:54:30.964	38550.217	21.950	OK
27-12-2020	20:55:00.964	38580.218	7.999	7.999	31.716	244	1	623.135	OK	27-12-2020	20:55:00.964	38580.218	21.944	OK
27-12-2020	20:55:30.964	38610.218	8.000	8.000	31.735	244	-1	623.135	OK	27-12-2020	20:55:30.964	38610.218	21.942	OK
27-12-2020	20:56:00.964	38640.218	8.000	8.000	31.732	244	0	623.135	OK	27-12-2020	20:56:00.964	38640.218	21.949	OK
27-12-2020	20:56:30.964	38670.218	8.000	8.000	31.741	244	-1	623.135	OK	27-12-2020	20:56:30.964	38670.218	21.951	OK
27-12-2020	20:57:00.964	38700.218	8.001	8.001	31.751	244	0	623.135	OK	27-12-2020	20:57:00.964	38700.218	21.952	OK
27-12-2020	20:57:30.965	38730.218	8.001	8.001	31.750	244	0	623.135	OK	27-12-2020	20:57:30.965	38730.218	21.949	OK
27-12-2020	20:58:00.966	38760.219	7.999	7.999	31.723	244	0	623.135	OK	27-12-2020	20:58:00.966	38760.219	21.952	OK
27-12-2020	20:58:30.966	38790.220	8.002	8.002	31.764	244	0	623.135	OK	27-12-2020	20:58:30.966	38790.220	21.946	OK
27-12-2020	20:59:00.966	38820.220	8.000	8.000	31.747	244	0	623.135	OK	27-12-2020	20:59:00.966	38820.220	21.949	OK
27-12-2020	20:59:30.967	38850.221	8.002	8.002	31.771	244	-1	623.135	OK	27-12-2020	20:59:30.967	38850.221	21.946	OK
27-12-2020	21:00:00.967	38880.221	8.001	8.001	31.758	244	-1	623.135	OK	27-12-2020	21:00:00.967	38880.221	21.954	OK
27-12-2020	21:00:30.967	38910.221	8.001	8.001	31.757	244	0	623.135	OK	27-12-2020	21:00:30.967	38910.221	21.951	OK
27-12-2020	21:01:00.967	38940.221	8.003	8.003	31.785	244	0	623.135	OK	27-12-2020	21:01:00.967	38940.221	21.948	OK
27-12-2020	21:01:30.967	38970.221	8.002	8.002	31.767	244	0	623.135	OK	27-12-2020	21:01:30.967	38970.221	21.948	OK
27-12-2020	21:02:00.971	39000.225	8.001	8.001	31.753	244	1	623.135	OK	27-12-2020	21:02:00.971	39000.225	21.955	OK
27-12-2020	21:02:30.968	39030.222	8.002	8.002	31.778	244	0	623.135	OK	27-12-2020	21:02:30.968	39030.222	21.950	OK
27-12-2020	21:03:00.968	39060.222	8.000	8.000	31.745	244	0	623.135	OK	27-12-2020	21:03:00.968	39060.222	21.949	OK
27-12-2020	21:03:30.968	39090.222	8.001	8.001	31.759	244	0	623.133	OK	27-12-2020	21:03:30.968	39090.222	21.946	OK
27-12-2020	21:04:00.968	39120.222	8.000	8.000	31.745	244	1	623.135	OK	27-12-2020	21:04:00.968	39120.222	21.944	OK
27-12-2020	21:04:30.968	39150.222	7.999	7.999	31.722	244	0	623.135	OK	27-12-2020	21:04:30.968	39150.222	21.949	OK
27-12-2020	21:05:00.968	39180.222	8.001	8.001	31.749	244	1	623.135	OK	27-12-2020	21:05:00.968	39180.222	21.947	OK
