staff,dship,cruise,station,uw_tubbing,sample_id,hr,warning,salinity,temperature,comments,lab comments,date_time,latitude,longitude,salinity_flag,total_phosphate,total_ammonia,total_silicate,total_nitrate_nitrite,total_nitrite,total_nitrate,density,Phosphate_flag,Ammonium_flag,Nitrate_and_Nitrite_flag,Nitrite_flag,Nitrate_flag,Silicate_flag,dupcode
LD,SO279_118-1_UWS,SO279,SUB,out,45a,x,,36.09996,15.1109,small bubbles,,2020-12-30 20:01:00,41.33611111111111,-14.476944444444444,2.0,0.06733219989114592,0.1912624808502116,0.8665361377295301,1.0782910272422643,0.08684877956973894,0.9914422476725254,1.0247697255035535,2.0,2.0,2.0,2.0,2.0,2.0,45
LD,SO279_118-1_UWS,SO279,SUB,out,45b,x,,36.09996,15.1109,small bubbles,,2020-12-30 20:01:00,41.33611111111111,-14.476944444444444,2.0,0.11807530705548777,0.1736975591394779,0.8704394536652488,1.725265643587623,0.12002696502334707,1.605238678564276,1.0247697255035535,2.0,2.0,2.0,2.0,2.0,2.0,45
LD,SO279_119-1_UWS,SO279,SUB,out,46a,x,,36.09116,15.085,small bubbles,,2020-12-30 20:14:00,41.28694444444445,-14.224166666666669,2.0,0.07806682749006184,0.20492542216141238,0.886058492012202,1.1495340347911607,0.08977685161357113,1.0597571831775894,1.0247630468931794,2.0,2.0,2.0,2.0,2.0,2.0,46
LD,SO279_119-1_UWS,SO279,SUB,out,46b,x,,36.09116,15.085,small bubbles,,2020-12-30 20:14:00,41.28694444444445,-14.224166666666669,2.0,0.09660769901895153,0.15125447826199484,0.8558075963598031,1.3622661397015792,0.10734188779883504,1.2549242519027441,1.0247630468931794,2.0,2.0,2.0,2.0,2.0,2.0,46
LD,SO279_120-1_UWS,SO279,SUB,out,47a,x,,36.080560000000006,15.0484,small bubbles,,2020-12-30 20:30:00,41.34361111111111,-14.38472222222222,2.0,0.0839224983643137,0.16784499672862743,0.8372732976346646,1.35544593288409,0.1005118294363292,1.2549341034477608,1.0247550022482375,2.0,2.0,2.0,2.0,2.0,2.0,47
LD,SO279_120-1_UWS,SO279,SUB,out,47b,x,,36.080560000000006,15.0484,small bubbles,,2020-12-30 20:30:00,41.34361111111111,-14.38472222222222,2.0,0.10929441647445505,0.17174836874557226,0.8392249836431371,1.5818415098668899,0.1297871195634154,1.4520543903034744,1.0247550022482375,2.0,2.0,2.0,2.0,2.0,2.0,47
LD,SO279_121-1_UWS,SO279,SUB,out,48a,x,,36.00786000000001,14.872,small bubbles,,2020-12-30 20:47:00,41.445277777777775,-14.2275,2.0,0.08099933035497238,0.43036993598244366,0.8265835278392966,1.2403632395321675,0.11027619674833591,1.1300870427838317,1.0246998294462417,2.0,2.0,2.0,2.0,2.0,2.0,48
LD,SO279_121-1_UWS,SO279,SUB,out,48b,x,,36.00786000000001,14.872,small bubbles,,2020-12-30 20:47:00,41.445277777777775,-14.2275,2.0,0.06831268825118153,0.20005858702131737,0.8256076322928511,1.005172412838814,0.0966136590980996,0.9085587537407145,1.0246998294462417,2.0,2.0,2.0,2.0,2.0,2.0,48
LD,SO279_122-1_UWS,SO279,SUB,out,49a,x,,35.954260000000005,14.7409,small bubbles,,2020-12-30 21:05:00,41.57111111111111,-14.3125,2.0,0.10344903440084618,0.16786069732967496,0.7514694008363355,1.4541420873326492,0.17274036876367713,1.2814017185689721,1.0246591533108882,2.0,2.0,2.0,2.0,2.0,2.0,49
LD,SO279_122-1_UWS,SO279,SUB,out,49b,x,,35.954260000000005,14.7409,small bubbles,,2020-12-30 21:05:00,41.57111111111111,-14.3125,2.0,0.10344903440084618,0.15419761731446885,0.7553731379835372,1.4873238530838642,0.17274036876367713,1.314583484320187,1.0246591533108882,2.0,2.0,2.0,2.0,2.0,2.0,49
LD,SO279_123-1_UWS,SO279,SUB,out,50a,x,,35.89276,14.6945,small bubbles,,2020-12-30 21:23:00,41.43638888888889,-14.126111111111111,2.0,0.11711744872129708,0.15518061955571863,0.7807829914753139,1.673803537975204,0.199099662826205,1.4747038751489991,1.0246124835383197,2.0,2.0,2.0,2.0,2.0,2.0,50
LD,SO279_123-1_UWS,SO279,SUB,out,50b,x,,35.89276,14.6945,small bubbles,,2020-12-30 21:23:00,41.43638888888889,-14.126111111111111,2.0,0.1132135337639205,0.15322866207703034,0.7700472253425283,1.584013493955543,0.20007564156554916,1.3839378523899937,1.0246124835383197,2.0,2.0,2.0,2.0,2.0,2.0,50
LD,SO279_124-1_UWS,SO279,SUB,out,51a,x,,35.91196000000001,14.7241,small bubbles,,2020-12-30 21:36:00,41.63722222222222,-14.150833333333331,2.0,0.0878368375089196,0.29278945836306536,0.7671083809112312,1.3526872976373618,0.16493806154452684,1.187749236092835,1.024627053437127,2.0,2.0,2.0,2.0,2.0,2.0,51
LD,SO279_124-1_UWS,SO279,SUB,out,51b,x,,35.91196000000001,14.7241,small bubbles,,2020-12-30 21:36:00,41.63722222222222,-14.150833333333331,2.0,0.07710122403560721,0.340611736562366,0.7710122403560721,1.0579459095518762,0.12980332654095897,0.9281425830109172,1.024627053437127,2.0,2.0,2.0,2.0,2.0,2.0,51
