date,latitude,longitude,sample,depth,salinity,temperature,total_phosphate,total_silicate,total_ammonia,total_nitrate_nitrite,total_nitrite,total_nitrate,talk,flag_talk,internal_flag_talk,duplicate_difference_talk,n_duplicates_talk,tco2,flag_tco2,internal_flag_tco2,duplicate_difference_tco2,n_duplicates_tco2,pH_initial_talk,date_time,pH_optode,pH_total_talk_tco2_insitu_temp,pH_total_initial_talk_tco2_insitu_temp,offset,pH_initial_talk_corr,diff
2020-12-19 17:22:00,31.53388888888889,-34.19694444444444,19,3,37.18357310002837,21.3566,0.0065,0.541,0.3755,0.4815,0.045,0.4365,2424.702546234972,2.0,2.0,2.7139421939109525,2.0,2114.2502484738234,2.0,2.0,1.7738642979147698,2.0,8.110477384856608,2020-12-19 17:22:00,8.16271368194408,8.073888005927385,8.054989566049017,0.018898439878368478,8.079608132065584,0.08310554987849628
2020-12-19 17:52:00,31.564444444444444,-34.223055555555554,20,3,37.18272655455316,21.3663,0.006,0.5375000000000001,0.189,0.192,0.0195,0.1725,2424.69965752192,2.0,2.0,1.773230913858697,2.0,2110.6952936172024,2.0,2.0,1.9588584746225024,2.0,8.10775960445751,2020-12-19 17:52:00,8.16368785464204,8.079542924164288,8.052102288471401,0.027440635692887128,8.076720854487968,0.08696700015407188
2020-12-19 22:01:00,32.05166666666667,-34.35416666666667,21,3,37.05892667722999,21.3946,0.0049999999999999,0.5725,0.0794999999999999,0.0424999999999999,0.003,0.0394999999999999,2415.7567496396887,2.0,2.5,2.089126051037965,2.0,2099.216136460916,2.0,2.0,0.7231241888857767,2.0,8.11382221497808,2020-12-19 22:01:00,8.176286276760672,8.08602791773789,8.05784672283279,0.02818119490510007,8.082465288849358,0.09382098791131455
2020-12-20 09:04:00,33.45194444444444,-34.61944444444445,22,3,37.03465144704223,21.8675,0.0085,0.6065,0.3565,0.189,0.051,0.138,2416.8848903058265,3.0,3.0,,1.0,2100.3457092979515,2.0,2.0,1.3315786761854724,2.0,8.12181962432399,2020-12-20 09:04:00,8.178491783143178,8.07897996193602,8.05879711342622,0.020182848509799456,8.083415679442787,0.0950761037003911
2020-12-20 16:50:00,33.45111111111111,-34.61805555555556,23,3,37.07369539916185,21.8565,-0.0025,0.608,0.174,0.1869999999999999,0.01,0.1769999999999998,2417.026274961182,2.0,2.0,1.4486316292118318,2.0,2098.9183236659587,3.0,3.0,,1.0,8.119142827883374,2020-12-20 16:50:00,8.18235687409672,8.081220712206049,8.056243235707973,0.024977476498076356,8.08086180172454,0.10149507237218103
2020-12-20 22:08:00,33.34166666666667,-34.54694444444445,24,3,36.92718182577747,21.6118,0.0074999999999999,0.5794999999999999,0.1469999999999999,0.2654999999999999,0.008,0.2574999999999999,2413.364105974831,3.0,3.0,,1.0,2097.73540153055,3.0,3.0,2.139511881289309,2.0,8.118475171336435,2020-12-20 22:08:00,8.107924378394488,8.083190384570853,8.059338544931862,0.023851839638991734,8.083957110948429,0.023967267446058926
2020-12-21 09:25:00,33.31944444444444,-34.776666666666664,25,3,37.09833023419182,21.6728,0.0099999999999999,0.598,0.321,0.2885,0.0145,0.2739999999999999,2422.346904486276,2.0,2.0,2.3631631268949604,2.0,2103.65999276032,2.0,2.0,6.237393903841166,2.0,8.120050184900787,2020-12-21 09:25:00,8.11715294844638,8.083805244509294,8.059907461325713,0.023897783183581822,8.08452602734228,0.03262692110410015
2020-12-21 11:31:00,33.20638888888889,-34.48083333333334,26,3,37.08902862087022,21.6387,0.0155,0.592,0.1079999999999999,0.086,0.008,0.078,2421.0695990919885,2.0,2.0,0.8025618177334763,2.0,2098.9966519321365,2.0,3.0,0.5621533648227341,2.0,8.120864480016076,2020-12-21 11:31:00,8.112972537725557,8.090059245527755,8.061241503107416,0.028817742420338632,8.085860069123983,0.027112468601574236
2020-12-21 21:40:00,33.30083333333333,-33.96583333333333,27,3,37.09317450294895,21.807,0.0059999999999999,0.599,0.0804999999999999,0.507,0.0015,0.5055000000000001,2420.328814899366,2.0,2.0,7.023886738963483,2.0,2103.2120111130407,2.0,3.0,3.708909090507405,2.0,8.118389580488312,2020-12-21 21:40:00,8.123631843775039,8.079638380265267,8.056218269204177,0.023420111061090765,8.080836835220744,0.042795008554294967
2020-12-22 10:47:00,33.60805555555556,-33.83305555555556,28,3,36.99272533708695,21.6066,0.003,0.5994999999999999,0.154,0.1145,0.0069999999999999,0.1075,2409.121026116765,2.0,2.0,0.915781284359582,2.0,2096.236687934388,2.0,2.0,1.5829365283379957,2.0,8.118208697766075,2020-12-22 10:47:00,8.127554887383853,8.078664668159256,8.059107948458946,0.0195567197003097,8.083726514475513,0.043828372908340185
2020-12-22 21:17:00,33.20027777777778,-34.00055555555556,29,3,37.11288736485569,21.6684,0.0085,0.58,0.1385,0.0354999999999999,0.001,0.0344999999999999,2421.075304838926,2.0,2.0,0.0777685088719408,2.0,2101.75232161538,2.0,2.0,5.494826617570652,2.0,8.119111254268432,2020-12-22 21:17:00,8.128662582989167,8.084926921943001,8.059017215421408,0.025909706521593634,8.083635781437975,0.04502680155119165
2020-12-23 11:33:00,33.09777777777778,-30.92083333333333,30,3,36.931350688881714,20.7994,0.0024999999999999,0.5495000000000001,0.1505,0.0815,0.0115,0.0699999999999999,2417.788297174521,2.0,2.0,3.025169279376769,2.0,2115.6487146459326,2.0,3.0,2.145012693848912,2.0,8.101708402695428,2020-12-23 11:33:00,8.129797915356773,8.072680046986898,8.054724705994415,0.01795534099248286,8.079343272010982,0.050454643345791084
2020-12-23 21:52:00,33.28972222222222,-29.28555555555556,31,3,36.81218747207803,20.6626,0.015,0.576,0.1369999999999999,0.114,0.015,0.099,2419.5551518903085,2.0,2.0,1.9520165234321207,2.0,2113.413581653524,2.0,3.0,2.303070293839028,2.0,8.097183641063431,2020-12-23 21:52:00,8.13142211374365,8.082527283806561,8.052308375890444,0.030218907916117033,8.076926941907011,0.054495171836638434
2020-12-24 10:19:00,33.80916666666666,-29.02166666666667,32,3,36.7824250374421,20.2268,0.017,0.582,1.489,0.1774999999999999,0.0245,0.1529999999999999,2408.81704957956,2.0,2.0,2.9471847651648204,2.0,2113.4415622266097,2.0,3.0,0.74263704573832,2.0,8.089574369381669,2020-12-24 10:19:00,8.13602993519286,8.073041990493854,8.051292315827006,0.021749674666848406,8.075910881843573,0.06011905334928791
2020-12-24 23:05:00,33.54527777777778,-26.968611111111112,33,3,36.99605869379805,19.7057,0.0155,0.6205,0.3994999999999999,0.2714999999999999,0.05,0.2214999999999999,2401.895129229318,2.0,2.5,3.342379985697334,2.0,2105.943615258316,2.0,2.0,3.6844688134037824,2.0,8.08384668388305,2020-12-24 23:05:00,8.136542769409223,8.08052073224052,8.053306644987403,0.02721408725311747,8.07792521100397,0.05861755840525262
2020-12-25 11:15:00,33.507777777777775,-25.29138888888889,34,3,36.810363222337806,19.5135,0.01,0.61,0.2565,0.1344999999999999,0.0445,0.0899999999999999,2402.0454284918733,2.0,2.0,1.6174676261721288,2.0,2112.5992408268003,2.0,2.0,8.468988510371219,2.0,8.084276236674782,2020-12-25 11:15:00,8.142821360263145,8.07463875677068,8.056803096725016,0.01783566004566417,8.081421662741583,0.06139969752156205
2020-12-25 21:39:00,33.73027777777777,-24.217777777777776,35,3,36.72956698782549,19.5607,0.011,0.5575000000000001,0.181,0.0844999999999999,0.0235,0.061,2401.3843174153326,2.0,2.0,1.3132041436870168,2.0,2114.3409059310093,2.0,2.0,8.992814677142633,2.0,8.079274391853378,2020-12-25 21:39:00,8.1414926227327,8.07086177447374,8.051072762604898,0.0197890118688413,8.075691328621465,0.06580129411123536
2020-12-26 10:55:00,34.173611111111114,-22.774444444444445,36,3,28.885645951271663,19.0308,0.012,0.5945,0.3334999999999999,0.1485,0.0405,0.108,2407.7295362146224,2.0,2.0,5.220318028253587,2.0,2129.383530750324,2.0,2.0,4.024523453868369,2.0,8.059309394725762,2020-12-26 10:55:00,8.143267500322128,8.16562644711997,8.048773593823457,0.11685285329651407,8.073392159840024,0.06987534048210442
2020-12-28 15:16:00,35.42527777777778,-20.92277777777777,38,3,36.57662897052267,18.2134,0.0079999999999999,0.613,0.237,0.1254999999999999,0.0245,0.1009999999999999,2394.0597005712616,2.0,2.0,3.518900244375345,2.0,2120.884913020044,3.0,3.0,,1.0,8.065166250938823,2020-12-28 15:16:00,8.079511632681811,8.070347893262012,8.057670881580314,0.012677011681697437,8.082289447596882,0.0027778149150705644
2020-12-28 21:39:00,35.63583333333333,-20.46,39,3,36.5334071291377,17.7627,0.016,0.65,0.1435,0.2164999999999999,0.018,0.1984999999999999,2389.8949114352163,2.0,2.0,5.027133749368204,2.0,2122.711786399135,2.0,2.0,0.5716555953404168,2.0,8.057273275822167,2020-12-28 21:39:00,8.091303795953856,8.067761707989826,8.056701271095672,0.01106043689415337,8.08131983711224,0.009983958841615959
2020-12-29 10:58:00,37.18194444444445,-18.83638888888889,40,3,36.27206274636493,16.297,0.041,0.7324999999999999,0.175,0.712,0.076,0.6360000000000001,2374.1837571122014,2.0,2.0,2.135543650855197,2.0,2121.6215372790816,2.0,2.0,20.00714799455181,2.0,8.032000053228527,2020-12-29 10:58:00,8.094232428876516,8.069267483847478,8.054171988407964,0.01509549543951394,8.07879055442453,0.015441874451985527
2020-12-29 22:44:00,38.61305555555556,-17.31388888888889,41,3,36.25519013462464,16.4601,0.028,0.6365000000000001,0.138,0.273,0.027,0.2459999999999999,2374.6071655813093,2.0,2.0,0.8783028310494956,2.0,2117.4369205786224,2.0,2.0,5.831070713798454,2.0,8.036700478430035,2020-12-29 22:44:00,8.098098348656952,8.075412996243541,8.056391037744449,0.01902195849909205,8.081009603761016,0.01708874489593626
2020-12-30 12:04:00,40.22916666666666,-15.524444444444445,42,3,36.10846000000001,15.7643,0.0419999999999999,0.634,0.181,0.4875,0.076,0.4115,2364.853032614169,2.0,2.0,0.594640010313924,2.0,2114.76947784388,3.0,3.0,,1.0,8.022429056791161,2020-12-30 12:04:00,8.096303005565709,8.076319455221398,8.052952050348196,0.02336740487320199,8.077570616364763,0.01873238920094522
2020-12-30 19:26:00,41.10722222222223,-14.548333333333334,43,3,36.12216000000001,15.2404,0.1139999999999999,0.907,0.1699999999999999,1.84,0.1065,1.7335,2363.3501248436683,2.0,2.5,3.258326689993737,2.0,2116.7459165544715,2.0,2.0,10.039358620639176,2.0,8.0124244174497,2020-12-30 19:26:00,8.094208930493561,8.077995507563632,8.05106350367501,0.02693200388862138,8.075682069691577,0.018526860801983958
2020-12-30 19:48:00,41.38611111111111,-14.461388888888887,44,3,36.09886,15.126,0.1154999999999999,0.8945000000000001,0.167,1.8015,0.1175,1.6840000000000002,2363.2918755739897,2.0,2.0,1.1144008856490473,2.0,2123.61588163912,2.0,2.0,6.857115015042837,2.0,8.012127164894832,2020-12-30 19:48:00,8.095732814142032,8.066860836018003,8.05261673064132,0.01424410537668308,8.077235296657888,0.01849751748414441
2020-12-30 20:01:00,41.33611111111111,-14.476944444444444,45,3,36.09996,15.1109,0.0949999999999999,0.89,0.187,1.4365,0.106,1.3305,2363.883012436685,2.0,2.0,0.2493494945292695,2.0,2117.146689163173,2.0,3.0,1.0254784479911905,2.0,8.010881495435163,2020-12-30 20:01:00,8.094958734264226,8.080552549163679,8.051569991006819,0.02898255815686035,8.076188557023386,0.018770177240840624
2020-12-30 20:14:00,41.28694444444445,-14.224166666666669,46,3,36.09116,15.085,0.0894999999999999,0.8925000000000001,0.1825,1.287,0.101,1.186,2361.8034426250056,2.0,2.0,1.3069411394371857,2.0,2123.620026786751,2.0,2.0,5.861281671900542,2.0,8.014522844874744,2020-12-30 20:14:00,8.100112227255487,8.064974145114812,8.05572773863766,0.00924640647715158,8.080346304654228,0.01976592260125898
2020-12-30 20:30:00,41.34361111111111,-14.38472222222222,47,3,36.080560000000006,15.0484,0.0989999999999999,0.859,0.174,1.505,0.118,1.387,2360.7782400107108,2.0,2.0,1.5512430444355232,2.0,2119.8020029541385,2.0,2.0,0.9603027781677156,2.0,8.01004094927169,2020-12-30 20:30:00,8.097121965317763,8.071195529222422,8.051728310961423,0.019467218260999175,8.07634687697799,0.020775088339773262
2020-12-30 20:47:00,41.445277777777775,-14.2275,48,3,36.00786000000001,14.872,0.0764999999999999,0.8465,0.323,1.1505,0.106,1.0445,2359.460449587591,2.0,2.0,0.8548865187126466,2.0,2122.8572403004964,2.0,3.0,2.644165953736774,2.0,8.00896976888805,2020-12-30 20:47:00,8.094471029393215,8.066653438984204,8.053519302832871,0.013134136151332854,8.078137868849439,0.01633316054377687
2020-12-30 21:05:00,41.57111111111111,-14.3125,49,3,35.954260000000005,14.7409,0.106,0.772,0.1649999999999999,1.507,0.177,1.33,2355.9270419360096,2.0,2.0,1.048658906820492,2.0,2113.2635743482124,2.0,2.0,3.50587788380426,2.0,8.004998164231234,2020-12-30 21:05:00,8.095944695864134,8.081537478008299,8.051570733557927,0.029966744450371507,8.076189299574494,0.019755396289639293
2020-12-30 21:23:00,41.43638888888889,-14.126111111111111,50,3,35.89276,14.6945,0.1179999999999999,0.7945,0.158,1.669,0.2045,1.4645,2352.298890360508,2.0,2.0,1.201682579006956,2.0,2129.317442970011,3.0,3.0,,1.0,7.99781573529428,2020-12-30 21:23:00,8.089982050041876,8.04480680321049,8.045039136192077,0.00023233298158764626,8.069657702208644,0.020324347833231116
2020-12-30 21:36:00,41.63722222222222,-14.150833333333331,51,3,35.91196000000001,14.7241,0.0844999999999999,0.788,0.3245,1.235,0.151,1.084,2353.7983879953217,2.0,2.0,1.6652867845245964,2.0,2113.979733231138,2.0,3.0,3.190289790178668,2.0,8.000558101716312,2020-12-30 21:36:00,8.09361974473279,8.0771576252378,8.047330714317706,0.029826910920094818,8.071949280334273,0.021670464398516387
